case_id,component_id,area,kind,role,environment,scenario,primary_stream,priority,multitenant,external_dependency,mutable,allowed_role,iso_25010_focus,iso_29119_artifact,security_reference,source_family,local_ref,preconditions,expected_result,description,source_refs
UC-19896,ODOO_REPORT_DOWNLOADS,odoo_reports,report,platform_auditor,CERT_PROD_LIKE,duplicate_request,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=CERT_PROD_LIKE;role=platform_auditor;component=ODOO_REPORT_DOWNLOADS;baseline_record_exists,Duplicate request is idempotent or rejected deterministically without double effects.,"Validate ODOO_REPORT_DOWNLOADS for role=platform_auditor, env=CERT_PROD_LIKE, scenario=duplicate_request using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19897,ODOO_REPORT_DOWNLOADS,odoo_reports,report,platform_auditor,CERT_PROD_LIKE,external_timeout,functional,high,no,no,no,no,"functional_suitability,reliability",test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=CERT_PROD_LIKE;role=platform_auditor;component=ODOO_REPORT_DOWNLOADS,Component remains stable even when dependent collaborators are unavailable.,"Validate ODOO_REPORT_DOWNLOADS for role=platform_auditor, env=CERT_PROD_LIKE, scenario=external_timeout using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19898,ODOO_REPORT_DOWNLOADS,odoo_reports,report,platform_auditor,CERT_PROD_LIKE,regression_route_guard,regression,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=CERT_PROD_LIKE;role=platform_auditor;component=ODOO_REPORT_DOWNLOADS;previously_verified_baseline_available,Previously protected flow remains protected after code or config changes.,"Validate ODOO_REPORT_DOWNLOADS for role=platform_auditor, env=CERT_PROD_LIKE, scenario=regression_route_guard using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19899,ODOO_REPORT_DOWNLOADS,odoo_reports,report,platform_auditor,CERT_PROD_LIKE,security_abuse,regression,high,no,no,no,no,"functional_suitability,security",test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=CERT_PROD_LIKE;role=platform_auditor;component=ODOO_REPORT_DOWNLOADS,"Abuse is rate-limited, rejected, logged, or neutralized without compromising integrity.","Validate ODOO_REPORT_DOWNLOADS for role=platform_auditor, env=CERT_PROD_LIKE, scenario=security_abuse using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19900,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,development,happy_path,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=development;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,Access is denied or redirected without privilege escalation.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=development, scenario=happy_path using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19901,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,development,missing_required,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=development;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,Validation error is returned without corrupting persisted state.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=development, scenario=missing_required using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19902,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,development,invalid_format,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=development;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,Input is rejected with explicit validation feedback and no unsafe fallback.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=development, scenario=invalid_format using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19903,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,development,boundary_min,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=development;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,Minimum valid payload or state is processed consistently with documented defaults.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=development, scenario=boundary_min using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19904,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,development,boundary_max,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=development;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,"Upper-bound payload is handled without truncation, timeout, or silent data loss.","Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=development, scenario=boundary_max using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19905,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,development,unauthorized,regression,high,no,no,no,no,"functional_suitability,security",test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=development;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,Unauthorized access is blocked with 401/403/redirect and no data disclosure.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=development, scenario=unauthorized using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19906,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,development,cross_tenant,regression,high,no,no,no,no,"functional_suitability,security",test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=development;role=tenant_user;component=ODOO_REPORT_DOWNLOADS;baseline_record_exists,No tenant boundary bypass is possible; unrelated records remain hidden.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=development, scenario=cross_tenant using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19907,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,development,duplicate_request,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=development;role=tenant_user;component=ODOO_REPORT_DOWNLOADS;baseline_record_exists,Duplicate request is idempotent or rejected deterministically without double effects.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=development, scenario=duplicate_request using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19908,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,development,external_timeout,functional,high,no,no,no,no,"functional_suitability,reliability",test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=development;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,Component remains stable even when dependent collaborators are unavailable.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=development, scenario=external_timeout using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19909,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,development,regression_route_guard,regression,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=development;role=tenant_user;component=ODOO_REPORT_DOWNLOADS;previously_verified_baseline_available,Previously protected flow remains protected after code or config changes.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=development, scenario=regression_route_guard using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19910,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,development,security_abuse,regression,high,no,no,no,no,"functional_suitability,security",test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=development;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,"Abuse is rate-limited, rejected, logged, or neutralized without compromising integrity.","Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=development, scenario=security_abuse using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19911,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,PRECERT,happy_path,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=PRECERT;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,Access is denied or redirected without privilege escalation.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=PRECERT, scenario=happy_path using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19912,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,PRECERT,missing_required,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=PRECERT;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,Validation error is returned without corrupting persisted state.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=PRECERT, scenario=missing_required using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19913,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,PRECERT,invalid_format,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=PRECERT;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,Input is rejected with explicit validation feedback and no unsafe fallback.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=PRECERT, scenario=invalid_format using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19914,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,PRECERT,boundary_min,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=PRECERT;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,Minimum valid payload or state is processed consistently with documented defaults.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=PRECERT, scenario=boundary_min using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19915,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,PRECERT,boundary_max,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=PRECERT;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,"Upper-bound payload is handled without truncation, timeout, or silent data loss.","Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=PRECERT, scenario=boundary_max using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19916,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,PRECERT,unauthorized,regression,high,no,no,no,no,"functional_suitability,security",test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=PRECERT;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,Unauthorized access is blocked with 401/403/redirect and no data disclosure.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=PRECERT, scenario=unauthorized using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19917,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,PRECERT,cross_tenant,regression,high,no,no,no,no,"functional_suitability,security",test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=PRECERT;role=tenant_user;component=ODOO_REPORT_DOWNLOADS;baseline_record_exists,No tenant boundary bypass is possible; unrelated records remain hidden.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=PRECERT, scenario=cross_tenant using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19918,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,PRECERT,duplicate_request,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=PRECERT;role=tenant_user;component=ODOO_REPORT_DOWNLOADS;baseline_record_exists,Duplicate request is idempotent or rejected deterministically without double effects.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=PRECERT, scenario=duplicate_request using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19919,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,PRECERT,external_timeout,functional,high,no,no,no,no,"functional_suitability,reliability",test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=PRECERT;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,Component remains stable even when dependent collaborators are unavailable.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=PRECERT, scenario=external_timeout using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19920,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,PRECERT,regression_route_guard,regression,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=PRECERT;role=tenant_user;component=ODOO_REPORT_DOWNLOADS;previously_verified_baseline_available,Previously protected flow remains protected after code or config changes.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=PRECERT, scenario=regression_route_guard using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19921,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,PRECERT,security_abuse,regression,high,no,no,no,no,"functional_suitability,security",test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=PRECERT;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,"Abuse is rate-limited, rejected, logged, or neutralized without compromising integrity.","Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=PRECERT, scenario=security_abuse using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19922,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,CERT_PROD_LIKE,happy_path,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=CERT_PROD_LIKE;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,Access is denied or redirected without privilege escalation.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=CERT_PROD_LIKE, scenario=happy_path using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19923,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,CERT_PROD_LIKE,missing_required,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=CERT_PROD_LIKE;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,Validation error is returned without corrupting persisted state.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=CERT_PROD_LIKE, scenario=missing_required using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19924,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,CERT_PROD_LIKE,invalid_format,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=CERT_PROD_LIKE;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,Input is rejected with explicit validation feedback and no unsafe fallback.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=CERT_PROD_LIKE, scenario=invalid_format using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19925,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,CERT_PROD_LIKE,boundary_min,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=CERT_PROD_LIKE;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,Minimum valid payload or state is processed consistently with documented defaults.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=CERT_PROD_LIKE, scenario=boundary_min using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19926,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,CERT_PROD_LIKE,boundary_max,functional,high,no,no,no,no,functional_suitability,test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=CERT_PROD_LIKE;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,"Upper-bound payload is handled without truncation, timeout, or silent data loss.","Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=CERT_PROD_LIKE, scenario=boundary_max using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
UC-19927,ODOO_REPORT_DOWNLOADS,odoo_reports,report,tenant_user,CERT_PROD_LIKE,unauthorized,regression,high,no,no,no,no,"functional_suitability,security",test_case_specification,OWASP ASVS,dgii_formats,integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml,environment=CERT_PROD_LIKE;role=tenant_user;component=ODOO_REPORT_DOWNLOADS,Unauthorized access is blocked with 401/403/redirect and no data disclosure.,"Validate ODOO_REPORT_DOWNLOADS for role=tenant_user, env=CERT_PROD_LIKE, scenario=unauthorized using auditable expectations.",integration/odoo/getupsoft_do_localization/getupsoft_l10n_do_accounting_report/views/dgii_report_view.xml | https://dgii.gov.do/cicloContribuyente/obligacionesTributarias/remisionInformacion/Paginas/formatoEnvioDatos.aspx | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md
